,operator,well_name,latitude,longitude,API.1
226,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
227,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
228,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
229,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
230,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
231,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
232,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
233,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'56.960""W",33-105-02727
234,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
235,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
236,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
237,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
238,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
239,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
240,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
241,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
242,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'56.960""W",33-105-02727
243,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
244,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
245,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
246,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
247,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
248,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
249,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
250,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
251,INC.,Atlanta Federal 6-6H (Atlanta 14 Well Eco Pad),"48°06'33.379""N","103°43'56.960""W",33-105-02727
252,INC.,Atlanta Federal 6-6H (Atlanta 14 Well Eco Pad),"48°06'33.379""N","103°43'47.971""W",33-105-02727
253,INC.,Atlanta Federal 6-6H (Atlanta 14 Well Eco Pad),"48°06'33.379""N","103°43'47.971""W",33-105-02727
254,INC.,Atlanta Federal 6-6H (Atlanta 14 Well Eco Pad),"48°06'33.661""N","103°43'56.960""W",33-105-02727
255,INC.,Atlanta Federal 6-6H (Atlanta 14 Well Eco Pad),"48°06'33.661""N","103°43'47.971""W",33-105-02727
256,INC.,Atlanta Federal 6-6H (Atlanta 14 Well Eco Pad),"48°06'33.661""N","103°43'47.971""W",33-105-02727
257,INC.,Atlanta Federal 6-6H (Atlanta 14 Well Eco Pad),"48°06'33.661""N","103°43'56.960""W",33-105-02727
258,INC.,Atlanta Federal 6-6H (Atlanta 14 Well Eco Pad),"48°06'33.661""N","103°43'47.971""W",33-105-02727
259,INC.,Atlanta Federal 6-6H (Atlanta 14 Well Eco Pad),"48°06'33.661""N","103°43'47.971""W",33-105-02727
260,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'56.960""W",33-105-02727
261,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
262,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
263,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
264,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
265,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
266,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
267,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
268,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
269,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'56.960""W",33-105-02727
270,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
271,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
272,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
273,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
274,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
275,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
276,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
277,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
278,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'56.960""W",33-105-02727
279,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
280,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
281,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
282,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
283,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
284,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
285,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
286,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
287,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'56.960""W",33-105-02727
288,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
289,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
290,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
291,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
292,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
293,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
294,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
295,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
296,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'56.960""W",33-105-02727
297,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
298,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
299,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
300,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
301,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
302,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
303,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
304,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
305,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'56.960""W",33-105-02727
306,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
307,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
308,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
309,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
310,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
311,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
312,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
313,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
314,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'56.960""W",33-105-02727
315,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
316,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
317,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
318,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
319,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
320,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
321,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
322,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
323,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'56.960""W",33-105-02727
324,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
325,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
326,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
327,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
328,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
329,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
330,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
331,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
332,CONTINENTAL RESOURCES,Atlanta Federal 6-6H (Atlanta 14 Well Eco Pad),"48°06'33.379""N","103°43'56.960""W",33-105-02727
333,CONTINENTAL RESOURCES,Atlanta Federal 6-6H (Atlanta 14 Well Eco Pad),"48°06'33.379""N","103°43'47.971""W",33-105-02727
334,CONTINENTAL RESOURCES,Atlanta Federal 6-6H (Atlanta 14 Well Eco Pad),"48°06'33.379""N","103°43'47.971""W",33-105-02727
335,CONTINENTAL RESOURCES,Atlanta Federal 6-6H (Atlanta 14 Well Eco Pad),"48°06'33.661""N","103°43'56.960""W",33-105-02727
336,CONTINENTAL RESOURCES,Atlanta Federal 6-6H (Atlanta 14 Well Eco Pad),"48°06'33.661""N","103°43'47.971""W",33-105-02727
337,CONTINENTAL RESOURCES,Atlanta Federal 6-6H (Atlanta 14 Well Eco Pad),"48°06'33.661""N","103°43'47.971""W",33-105-02727
338,CONTINENTAL RESOURCES,Atlanta Federal 6-6H (Atlanta 14 Well Eco Pad),"48°06'33.661""N","103°43'56.960""W",33-105-02727
339,CONTINENTAL RESOURCES,Atlanta Federal 6-6H (Atlanta 14 Well Eco Pad),"48°06'33.661""N","103°43'47.971""W",33-105-02727
340,CONTINENTAL RESOURCES,Atlanta Federal 6-6H (Atlanta 14 Well Eco Pad),"48°06'33.661""N","103°43'47.971""W",33-105-02727
341,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'56.960""W",33-105-02727
342,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
343,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
344,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
345,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
346,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
347,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
348,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
349,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
350,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'56.960""W",33-105-02727
351,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
352,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
353,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
354,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
355,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
356,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
357,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
358,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
359,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'56.960""W",33-105-02727
360,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
361,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
362,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
363,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
364,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
365,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
366,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
367,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
368,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'56.960""W",33-105-02727
369,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
370,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
371,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
372,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
373,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
374,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
375,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
376,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
377,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'56.960""W",33-105-02727
378,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
379,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
380,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
381,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
382,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
383,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
384,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
385,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
386,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'56.960""W",33-105-02727
387,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
388,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
389,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
390,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
391,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
392,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
393,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
394,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
395,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'56.960""W",33-105-02727
396,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
397,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
398,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
399,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
400,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
401,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
402,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
403,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
404,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'56.960""W",33-105-02727
405,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
406,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
407,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
408,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
409,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
410,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
411,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
412,CONTINENTAL RESOURCES,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
413,INC.,Atlanta Federal 6-6H (Atlanta 14 Well Eco Pad),"48°06'33.379""N","103°43'56.960""W",33-105-02727
414,INC.,Atlanta Federal 6-6H (Atlanta 14 Well Eco Pad),"48°06'33.379""N","103°43'47.971""W",33-105-02727
415,INC.,Atlanta Federal 6-6H (Atlanta 14 Well Eco Pad),"48°06'33.379""N","103°43'47.971""W",33-105-02727
416,INC.,Atlanta Federal 6-6H (Atlanta 14 Well Eco Pad),"48°06'33.661""N","103°43'56.960""W",33-105-02727
417,INC.,Atlanta Federal 6-6H (Atlanta 14 Well Eco Pad),"48°06'33.661""N","103°43'47.971""W",33-105-02727
418,INC.,Atlanta Federal 6-6H (Atlanta 14 Well Eco Pad),"48°06'33.661""N","103°43'47.971""W",33-105-02727
419,INC.,Atlanta Federal 6-6H (Atlanta 14 Well Eco Pad),"48°06'33.661""N","103°43'56.960""W",33-105-02727
420,INC.,Atlanta Federal 6-6H (Atlanta 14 Well Eco Pad),"48°06'33.661""N","103°43'47.971""W",33-105-02727
421,INC.,Atlanta Federal 6-6H (Atlanta 14 Well Eco Pad),"48°06'33.661""N","103°43'47.971""W",33-105-02727
422,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'56.960""W",33-105-02727
423,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
424,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
425,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
426,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
427,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
428,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
429,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
430,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
431,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'56.960""W",33-105-02727
432,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
433,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
434,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
435,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
436,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
437,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
438,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
439,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
440,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'56.960""W",33-105-02727
441,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
442,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
443,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
444,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
445,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
446,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
447,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
448,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
449,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'56.960""W",33-105-02727
450,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
451,INC.,Atlanta Federal 6-6H,"48°06'33.379""N","103°43'47.971""W",33-105-02727
452,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
453,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
454,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
455,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'56.960""W",33-105-02727
456,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
457,INC.,Atlanta Federal 6-6H,"48°06'33.661""N","103°43'47.971""W",33-105-02727
